"Country","GBDCHILDCAUSES","Year","Deaths_0_to_27_Days","Deaths_1_to_59_Months","Deaths_0_to_4_Years"
"Dominica","Other noncommunicable diseases","2000","0","2","2"
"Dominica","Injuries","2013","0","0","0"
"Dominica","Injuries","2012","0","0","0"
"Dominica","Injuries","2011","0","0","0"
"Dominica","Injuries","2010","0","0","0"
"Dominica","Injuries","2009","0","0","0"
"Dominica","Injuries","2008","0","0","0"
"Dominica","Injuries","2007","0","0","0"
"Dominica","Injuries","2006","0","0","0"
"Dominica","Injuries","2005","0","0","1"
"Dominica","Injuries","2004","0","0","1"
"Dominica","Injuries","2003","0","0","1"
"Dominica","Injuries","2002","0","0","0"
"Dominica","Injuries","2001","0","0","0"
"Dominica","Injuries","2000","0","0","0"
"Dominican Republic","HIV/AIDS","2013","0","40","41"
"Dominican Republic","HIV/AIDS","2012","0","41","41"
"Dominican Republic","HIV/AIDS","2011","1","59","60"
"Dominican Republic","HIV/AIDS","2010","1","88","89"
"Dominican Republic","HIV/AIDS","2009","1","121","122"
"Dominican Republic","HIV/AIDS","2008","2","156","158"
"Dominican Republic","HIV/AIDS","2007","2","198","200"
"Dominican Republic","HIV/AIDS","2006","2","231","233"
"Dominican Republic","HIV/AIDS","2005","3","266","269"
"Dominican Republic","HIV/AIDS","2004","3","303","306"
"Dominican Republic","HIV/AIDS","2003","3","324","327"
"Dominican Republic","HIV/AIDS","2002","3","333","336"
"Dominican Republic","HIV/AIDS","2001","3","337","340"
"Dominican Republic","HIV/AIDS","2000","3","335","338"
"Dominican Republic","Diarrhoeal diseases","2013","4","297","301"
"Dominican Republic","Diarrhoeal diseases","2012","5","320","325"
"Dominican Republic","Diarrhoeal diseases","2011","5","344","349"
"Dominican Republic","Diarrhoeal diseases","2010","5","368","373"
"Dominican Republic","Diarrhoeal diseases","2009","6","393","398"
"Dominican Republic","Diarrhoeal diseases","2008","6","424","431"
"Dominican Republic","Diarrhoeal diseases","2007","7","447","453"
"Dominican Republic","Diarrhoeal diseases","2006","7","483","491"
"Dominican Republic","Diarrhoeal diseases","2005","8","513","520"
"Dominican Republic","Diarrhoeal diseases","2004","8","537","545"
"Dominican Republic","Diarrhoeal diseases","2003","9","562","571"
"Dominican Republic","Diarrhoeal diseases","2002","9","597","606"
"Dominican Republic","Diarrhoeal diseases","2001","9","604","613"
"Dominican Republic","Diarrhoeal diseases","2000","12","641","653"
"Dominican Republic","Pertussis","2013","2","41","43"
"Dominican Republic","Pertussis","2012","2","41","43"
"Dominican Republic","Pertussis","2011","2","41","43"
"Dominican Republic","Pertussis","2010","2","40","42"
"Dominican Republic","Pertussis","2009","2","43","45"
"Dominican Republic","Pertussis","2008","2","43","45"
"Dominican Republic","Pertussis","2007","2","44","46"
"Dominican Republic","Pertussis","2006","2","43","45"
"Dominican Republic","Pertussis","2005","2","43","45"
"Dominican Republic","Pertussis","2004","2","43","45"
"Dominican Republic","Pertussis","2003","2","43","45"
"Dominican Republic","Pertussis","2002","2","42","44"
"Dominican Republic","Pertussis","2001","2","41","43"
"Dominican Republic","Pertussis","2000","2","41","43"
"Dominican Republic","Tetanus","2013","13","1","14"
"Dominican Republic","Tetanus","2012","14","1","15"
"Dominican Republic","Tetanus","2011","15","1","16"
"Dominican Republic","Tetanus","2010","17","1","18"
"Dominican Republic","Tetanus","2009","18","1","19"
"Dominican Republic","Tetanus","2008","19","1","21"
"Dominican Republic","Tetanus","2007","21","1","22"
"Dominican Republic","Tetanus","2006","23","2","24"
"Dominican Republic","Tetanus","2005","28","2","29"
"Dominican Republic","Tetanus","2004","24","2","26"
"Dominican Republic","Tetanus","2003","25","2","27"
"Dominican Republic","Tetanus","2002","26","2","28"
"Dominican Republic","Tetanus","2001","61","2","63"
"Dominican Republic","Tetanus","2000","49","2","52"
"Dominican Republic","Measles","2013","0","0","0"
"Dominican Republic","Measles","2012","0","0","0"
"Dominican Republic","Measles","2011","0","0","0"
"Dominican Republic","Measles","2010","0","0","0"
"Dominican Republic","Measles","2009","0","0","0"
"Dominican Republic","Measles","2008","0","0","0"
"Dominican Republic","Measles","2007","0","0","0"
"Dominican Republic","Measles","2006","0","0","0"
"Dominican Republic","Measles","2005","0","0","0"
"Dominican Republic","Measles","2004","0","0","0"
"Dominican Republic","Measles","2003","0","0","0"
"Dominican Republic","Measles","2002","0","0","0"
"Dominican Republic","Measles","2001","0","0","0"
"Dominican Republic","Measles","2000","0","0","0"
"Dominican Republic","Meningitis/encephalitis","2013","0","54","54"
"Dominican Republic","Meningitis/encephalitis","2012","0","59","59"
"Dominican Republic","Meningitis/encephalitis","2011","0","62","62"
"Dominican Republic","Meningitis/encephalitis","2010","0","60","60"
"Dominican Republic","Meningitis/encephalitis","2009","0","65","65"
"Dominican Republic","Meningitis/encephalitis","2008","0","68","68"
"Dominican Republic","Meningitis/encephalitis","2007","0","78","78"
"Dominican Republic","Meningitis/encephalitis","2006","0","76","76"
"Dominican Republic","Meningitis/encephalitis","2005","0","74","74"
"Dominican Republic","Meningitis/encephalitis","2004","0","80","80"
"Dominican Republic","Meningitis/encephalitis","2003","0","83","83"
"Dominican Republic","Meningitis/encephalitis","2002","0","84","84"
"Dominican Republic","Meningitis/encephalitis","2001","0","124","124"
"Dominican Republic","Meningitis/encephalitis","2000","0","142","142"
"Dominican Republic","Malaria","2013","0","1","1"
"Dominican Republic","Malaria","2012","0","1","1"
"Dominican Republic","Malaria","2011","0","2","2"
"Dominican Republic","Malaria","2010","0","3","3"
"Dominican Republic","Malaria","2009","0","2","2"
"Dominican Republic","Malaria","2008","0","2","2"
"Dominican Republic","Malaria","2007","0","3","3"
"Dominican Republic","Malaria","2006","0","3","3"
"Dominican Republic","Malaria","2005","0","4","4"
"Dominican Republic","Malaria","2004","0","2","2"
"Dominican Republic","Malaria","2003","0","1","1"
"Dominican Republic","Malaria","2002","0","1","1"
"Dominican Republic","Malaria","2001","0","1","1"
"Dominican Republic","Malaria","2000","0","1","1"
"Dominican Republic","Acute lower respiratory infections","2013","103","670","773"
"Dominican Republic","Acute lower respiratory infections","2012","107","704","811"
"Dominican Republic","Acute lower respiratory infections","2011","112","727","838"
"Dominican Republic","Acute lower respiratory infections","2010","116","729","846"
"Dominican Republic","Acute lower respiratory infections","2009","122","758","880"
"Dominican Republic","Acute lower respiratory infections","2008","130","784","915"
"Dominican Republic","Acute lower respiratory infections","2007","137","827","964"
"Dominican Republic","Acute lower respiratory infections","2006","143","834","977"
"Dominican Republic","Acute lower respiratory infections","2005","142","830","972"
"Dominican Republic","Acute lower respiratory infections","2004","150","854","1003"
"Dominican Republic","Acute lower respiratory infections","2003","151","864","1015"
"Dominican Republic","Acute lower respiratory infections","2002","152","873","1025"
"Dominican Republic","Acute lower respiratory infections","2001","147","1006","1153"
"Dominican Republic","Acute lower respiratory infections","2000","151","1081","1232"
"Dominican Republic","Prematurity","2013","1237","212","1449"
"Dominican Republic","Prematurity","2012","1273","220","1493"
"Dominican Republic","Prematurity","2011","1308","229","1537"
"Dominican Republic","Prematurity","2010","1349","237","1586"
"Dominican Republic","Prematurity","2009","1409","244","1653"
"Dominican Republic","Prematurity","2008","1435","254","1689"
"Dominican Republic","Prematurity","2007","1477","257","1734"
"Dominican Republic","Prematurity","2006","1499","266","1765"
"Dominican Republic","Prematurity","2005","1612","272","1883"
"Dominican Republic","Prematurity","2004","1575","271","1846"
"Dominican Republic","Prematurity","2003","1594","271","1865"
"Dominican Republic","Prematurity","2002","1599","274","1873"
"Dominican Republic","Prematurity","2001","2065","263","2328"
"Dominican Republic","Prematurity","2000","1933","265","2198"
"Dominican Republic","Birth asphyxia and birth trauma","2013","675","73","748"
"Dominican Republic","Birth asphyxia and birth trauma","2012","696","75","771"
"Dominican Republic","Birth asphyxia and birth trauma","2011","724","77","801"
"Dominican Republic","Birth asphyxia and birth trauma","2010","757","78","835"
"Dominican Republic","Birth asphyxia and birth trauma","2009","790","78","868"
"Dominican Republic","Birth asphyxia and birth trauma","2008","847","80","927"
"Dominican Republic","Birth asphyxia and birth trauma","2007","886","79","965"
"Dominican Republic","Birth asphyxia and birth trauma","2006","921","81","1002"
"Dominican Republic","Birth asphyxia and birth trauma","2005","915","81","996"
"Dominican Republic","Birth asphyxia and birth trauma","2004","949","81","1030"
"Dominican Republic","Birth asphyxia and birth trauma","2003","957","82","1039"
"Dominican Republic","Birth asphyxia and birth trauma","2002","963","84","1046"
"Dominican Republic","Birth asphyxia and birth trauma","2001","805","81","886"
"Dominican Republic","Birth asphyxia and birth trauma","2000","898","82","980"
"Dominican Republic","Sepsis and other infectious conditions of the newborn","2013","454","0","454"
"Dominican Republic","Sepsis and other infectious conditions of the newborn","2012","470","0","470"
"Dominican Republic","Sepsis and other infectious conditions of the newborn","2011","489","0","489"
"Dominican Republic","Sepsis and other infectious conditions of the newborn","2010","503","0","503"
"Dominican Republic","Sepsis and other infectious conditions of the newborn","2009","518","0","518"
"Dominican Republic","Sepsis and other infectious conditions of the newborn","2008","538","0","538"
"Dominican Republic","Sepsis and other infectious conditions of the newborn","2007","560","0","560"
"Dominican Republic","Sepsis and other infectious conditions of the newborn","2006","596","0","596"
"Dominican Republic","Sepsis and other infectious conditions of the newborn","2005","583","0","583"
"Dominican Republic","Sepsis and other infectious conditions of the newborn","2004","625","0","625"
"Dominican Republic","Sepsis and other infectious conditions of the newborn","2003","620","0","620"
"Dominican Republic","Sepsis and other infectious conditions of the newborn","2002","624","0","624"
"Dominican Republic","Sepsis and other infectious conditions of the newborn","2001","438","0","438"
"Dominican Republic","Sepsis and other infectious conditions of the newborn","2000","517","0","517"
"Dominican Republic","Other communicable, perinatal and nutritional conditions","2013","127","225","352"
"Dominican Republic","Other communicable, perinatal and nutritional conditions","2012","131","234","366"
"Dominican Republic","Other communicable, perinatal and nutritional conditions","2011","135","248","383"
"Dominican Republic","Other communicable, perinatal and nutritional conditions","2010","139","263","403"
"Dominican Republic","Other communicable, perinatal and nutritional conditions","2009","143","277","420"
"Dominican Republic","Other communicable, perinatal and nutritional conditions","2008","151","295","447"
"Dominican Republic","Other communicable, perinatal and nutritional conditions","2007","156","306","462"
"Dominican Republic","Other communicable, perinatal and nutritional conditions","2006","161","327","488"
"Dominican Republic","Other communicable, perinatal and nutritional conditions","2005","159","342","500"
"Dominican Republic","Other communicable, perinatal and nutritional conditions","2004","164","352","516"
"Dominican Republic","Other communicable, perinatal and nutritional conditions","2003","165","359","524"
"Dominican Republic","Other communicable, perinatal and nutritional conditions","2002","169","371","539"
"Dominican Republic","Other communicable, perinatal and nutritional conditions","2001","145","363","507"
"Dominican Republic","Other communicable, perinatal and nutritional conditions","2000","160","375","535"
"Dominican Republic","Congenital anomalies","2013","678","325","1004"
"Dominican Republic","Congenital anomalies","2012","685","337","1023"
"Dominican Republic","Congenital anomalies","2011","694","348","1042"
"Dominican Republic","Congenital anomalies","2010","702","356","1058"
"Dominican Republic","Congenital anomalies","2009","705","363","1068"
"Dominican Republic","Congenital anomalies","2008","711","373","1085"
"Dominican Republic","Congenital anomalies","2007","726","373","1099"
"Dominican Republic","Congenital anomalies","2006","732","383","1115"
"Dominican Republic","Congenital anomalies","2005","726","386","1112"
"Dominican Republic","Congenital anomalies","2004","741","392","1132"
"Dominican Republic","Congenital anomalies","2003","725","403","1128"
"Dominican Republic","Congenital anomalies","2002","721","414","1135"
"Dominican Republic","Congenital anomalies","2001","620","404","1025"
"Dominican Republic","Congenital anomalies","2000","624","390","1014"
"Dominican Republic","Other noncommunicable diseases","2013","9","298","307"
"Dominican Republic","Other noncommunicable diseases","2012","10","309","318"
"Dominican Republic","Other noncommunicable diseases","2011","10","315","325"
"Dominican Republic","Other noncommunicable diseases","2010","10","320","330"
"Dominican Republic","Other noncommunicable diseases","2009","11","321","332"
"Dominican Republic","Other noncommunicable diseases","2008","12","328","340"
"Dominican Republic","Other noncommunicable diseases","2007","12","326","338"
"Dominican Republic","Other noncommunicable diseases","2006","12","334","346"
"Dominican Republic","Other noncommunicable diseases","2005","12","336","348"
"Dominican Republic","Other noncommunicable diseases","2004","12","331","343"
"Dominican Republic","Other noncommunicable diseases","2003","12","330","342"
"Dominican Republic","Other noncommunicable diseases","2002","12","335","347"
"Dominican Republic","Other noncommunicable diseases","2001","10","325","335"
"Dominican Republic","Other noncommunicable diseases","2000","11","329","339"
"Dominican Republic","Injuries","2013","145","361","507"
"Dominican Republic","Injuries","2012","150","371","521"
"Dominican Republic","Injuries","2011","149","380","529"
"Dominican Republic","Injuries","2010","149","389","538"
"Dominican Republic","Injuries","2009","149","396","545"
"Dominican Republic","Injuries","2008","151","408","560"
"Dominican Republic","Injuries","2007","151","411","562"
"Dominican Republic","Injuries","2006","150","424","574"
"Dominican Republic","Injuries","2005","142","431","572"
"Dominican Republic","Injuries","2004","139","430","568"
"Dominican Republic","Injuries","2003","132","430","562"
"Dominican Republic","Injuries","2002","123","435","558"
"Dominican Republic","Injuries","2001","98","420","518"
"Dominican Republic","Injuries","2000","100","425","525"
"El Salvador","HIV/AIDS","2013","0","41","41"
"El Salvador","HIV/AIDS","2012","0","42","42"
"El Salvador","HIV/AIDS","2011","0","48","48"
"El Salvador","HIV/AIDS","2010","1","52","53"
"El Salvador","HIV/AIDS","2009","1","55","56"
"El Salvador","HIV/AIDS","2008","1","57","58"
"El Salvador","HIV/AIDS","2007","1","58","59"
"El Salvador","HIV/AIDS","2006","1","57","58"
"El Salvador","HIV/AIDS","2005","1","58","59"
"El Salvador","HIV/AIDS","2004","1","66","67"
"El Salvador","HIV/AIDS","2003","1","76","77"
"El Salvador","HIV/AIDS","2002","1","86","87"
"El Salvador","HIV/AIDS","2001","1","96","97"
"El Salvador","HIV/AIDS","2000","1","96","97"
"El Salvador","Diarrhoeal diseases","2013","0","106","106"
